,character,seid,lemmatized,polarity,subjectivity,compound,neg,neu,pos,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,word_count,season,topic,topic_label
28572,george,S06E10,yeah what be you do with the daily worker your boyfriend read the daily worker what be he a communist maybe he s just very well red well do he wear bland drab olive colored clothing huh he s a communist     look at this exciting uninhibited woman seek forward think comrade and appearance not important     appearance not important this be unbelievable finally this be an ideology I can embrace I ca nt believe you re really go out with a woman name lois duncan meyer I look up I could nt believe it so you lie to she hey do I tell you I call one of those girl from the personal ad in the daily worker and they say appearance be not important what s up he want to meet you ill tell you what ill show up he do nt know be friend ill pretend I have nt see you since high school ill back up the story not bad its gorgeous natalie thank you hello its natalie yeah this be a business office but I m not a business man per se I m here work for the people yes I m cause dissent stir the pot get people to question the whole rotten system oh my god no oh my god     jerry george george costanza yes yes yes this be unbelievable oh wait a minute wait a minute do nt tell I do nt tell I it start with a     duncan meyer oh wow this be something I have nt see you guy in what twenty year so what have you be do with yourself ah ha well I really would nt know about that I do nt watch much tv I like to read so what do you do a lot of that do you ever notice this kind of stuff it strike I a lot of guy be do that kind of humor now yeah yeah yeah yeah well I guess I start lose it when I be about twentyeight right around the time I make my first million you know what they say the first million be the hard one I m an architect have you see the new addition to the guggenheim yep and it do nt take very long either well well I have a dream jerry well I like to stay in touch with the people you know my driver wait I really should get run good to see you guy again ha uh oh the big race yes yes yes sure surely be yeah ill remember that day well ill never forget it because that be the day that I uh lose my virginity to miss stafford the uh voluptuous home room teacher yes yes you know I be in detention and she come up behind I while I be erase the blackboard    but I digress let I see now you be stand at one end of the line and I be right next to you and I remember we be even for like the first five yard and then   boom you be go head start oh no absolutely not on phone   its george costanza   be there any message for I why do mr steinbrenner want to see I in his office     communist I m not a communist      all right all right all right ill be there    hang up   my secretary ada tell mr steinbrenner I m a communist now he want to see I in his office you uh want to see I mr steinbrenner ccommunist I be a yankee sir first and foremost sir yes sir yes sir do my good okay all right all right you want to see I el presidente si si muy sumpatico muy muy muy oh oh oh well gracias el commandante gracia muy muy,0.07898268398268396,0.5913807720057717,0.9984,0.074,0.705,0.221,2.9948413857131093e-05,3.743551732141386e-05,2.7452712702370167e-05,3.2444115011892015e-05,1.9965609238087394e-05,6.488823002378403e-05,4.492262078569663e-05,2.9948413857131093e-05,1.2478505773804621e-05,4.741832194045756e-05,633,S06,0,"0: Dating, Relationships, Sex "
28884,george,S06E11,check that out show newspaper that s right what s that and the amazing thing be she eat like there s no tomorra I mean I ve never see an appetite like this dessert everything I do nt know how she do it wa kramer she s a model I have notice she do tend to go to the bathroom right after we finish eat just enjoy watch you yes full I love to be full    love to sit back loosen the old belt and digest away for hour let those enzyme do their work where you go you re fresh grab her arm you re very fresh you seem very fresh to I you re very vital I could nt take you any fresher well I hear a noise you know   blah   from the bathroom every time we go out to eat the minute we be do eat she s runnin to the bathroom elaine of course I m concerned I m payin for those meal its like throw money down the toilet let I digest it let I get my money worth yknow what would be good be if there be someone else in the bathroom that could tell I hey maybe I could bribe one of those woman that hand out the towel in the powder room yeah wha you know a matron you kramer well what be it wha who kramer kramer I need to know if nina be refund why not why not come on kramer cosmo hey di ho hey oh its all work out nina and I will have dinner thursday at the restaurant where bab work oh she s a kramer and uh while I be there I uh happen to pick up another juicy little nugget about our friend I uh get the first name that s right you ready cosmo cosmo wow oh yeah haaa haaa hate the big coarse ha hate those I see well if I hear you correctlyand I think that I domy advice to you be to finish your meal pay your check leave here and never mention this to anyone again the switch ca nt be do do you realize in the entire history of western civilization no one have successfully accomplish the roommate switch in the middle age you could get lock up for even suggest it well I m sure at some point between the year   and somewherethere be two woman live together all right dammit I m in all right let get to work all right that s enough for today you re tired get some sleep ill see you first thing in the morning well come up with something all right see you tomorrow george sigh exit iiiii get it all right let go over it again one more time that s right keep go continue a few day go by and a call be place at a time when sandy be know to be busy at work once the initial awkwardness be relieve with a little playful humor which she laura of course can not resist an invitation to a friendly dinner be proffer you disappoint I my friend sandy want nothing to do with you she tell laura if you want to waste your time with that pervert that s your problem george finger in the peanut butter jar this be what I do    so glad and why should nt you be fresh stay fresh uh yeah do you know bab bab leave ah ha I be just wonder what it be you want for dessert how ya feelin what happen to bab she never show up last night the whole thing blow up in my face hey what happen with sandy I forget all about it do you call she so what happen she throw you out eh so what happen into what that s unbelievable do you ever just get down on your knee and thank god that you know I and have access to my dementia you re not goin to do it what do you mean you re not goin to do it be you crazy this be like discover plutonium    by accident if only something like that could happen to I I know hey cosmo what happen to your mother last night she hang I out to dry it would have be nice if someone tell I about it I just think you could have say something that s all well where be she,0.1169012671356421,0.513407738095238,0.997,0.057,0.784,0.159,1.6e-05,4.0888888888888885e-05,1.0666666666666667e-05,1.4222222222222222e-05,2.6666666666666667e-05,2.488888888888889e-05,5.1555555555555556e-05,1.2444444444444445e-05,5.333333333333334e-06,2.488888888888889e-05,750,S06,0,"0: Dating, Relationships, Sex "
29165,george,S06E12,no thank I m tell you skip the drake wedding go to the game well who schedule his wedding on super bowl sunday lemme see I ca nt believe you get these for free looking at the ticket row f howbout kramer or elaine they do nt want they wish I could help you you pay my hotel and airfare to miami so in order to use these I get ta spend like fifteenhundre buck this be a bill for fifteenhundre dollar plus shed ask about the sleep arrangement that whole sleep arrangement conversation be depress oh no no no I have nt even see her apartment yet tomorrow night the first night hey be that tim whatley yeah be he still mad at you for crash his thanksgive party oh good I m get a makeover wow I love it this be fantastic look at this couch be this velvet a fan I would drape myself in velvet if it be socially acceptable and look at this hardwood floor bewildered heh heh so scotts your roommate huh no you do nt mention it I m sure I will yes a male roommate its a huge problem jerry the hard part about have sex with a woman be get she to come back to your place he s already get that no believe I he s not she s confide in he about our date you always like the person you talk to about the date more than the date its just a matter of time till they realize hey we could have sex exactly you know how they get animal to reproduce in captivity they just put they in the same cage oh that s the bad part of it he look just like I I look like I and I m work from the outside who do you think be in the well position ho ho this bizarre harrod experiment must end I get ta find a way to work this out I love that apartment its so cozy I m ensconce in velvet you know if it be socially acceptable I ve say that before hey the wedding be off now you can go to the super bowl you just give they to he two day ago he s get ta give you a grace period well do nt he regift the label maker well if he can regift why ca nt you degift I have a point I have a point yeah what s that eat a pickle well they re his ticket he can do what he want with they alright I get ta go I m head over to bonnie I get ta try and find a way to switch place with he its like a sigfried and roy trick what a movie good choice oh scott scott he s really great be nt he yes he be let I ask you something when you come out of the shower and you put your robe on do you cinch it real tight be you concerned about that do you hold the neck together with one hand or be you just let it flap in the breeze what s the massage situation be there any work be do be there any rub touch finger manipulation on the other person and if so who s make the request say you go to the bathroom at two oclock in the morning what s the outfit I mean you dress up or be it come as you be ill tell you what s wrong a grown woman with a male roommate its unnatural its an abomination hey I m good how do tim whatley even know newman who go to the super bowl with their mailman well he s merry I have a little tiff with bonnie about the roommate and there s you ticket well what happen when you get upstairs they do nt need any water so you do nt have to keep take they to the bathroom oh oh that s right its just I and she I guess she do he s go now I m the man no its not oh my god I have the perfect situation here he be shoulder half the load walk towards the door I could nt leave well enough alone I get ta go help her tape up all his box and get they ready for ship thank what what happen where s where s all the stuff the table the stereo the vcr the velvet couch where s the velvet here the tv I know you want to watch the super bowl do you at least have some towel we could sit on its like a four hour game internally how be I gon na get out of this think costanza think hey do you know bonnie I just have a pretty wild idea well I uh I m not sure how you pronounce it or anything but I uh I believe its mnage   trois,0.10485714285714282,0.5314246031746032,0.9924,0.048,0.828,0.125,7.086167800453514e-06,2.1258503401360543e-05,4.251700680272109e-06,1.2755102040816327e-05,1.4172335600907028e-05,2.2675736961451248e-05,2.9761904761904762e-05,1.2755102040816327e-05,1.1337868480725624e-05,1.5589569160997733e-05,840,S06,0,"0: Dating, Relationships, Sex "
29498,george,S06E13,gary well well well well where the he ll ve you be I ve be leave you phone message for month busy do nt give I busy who s not busy I m busy be all busy everybodys busy all right tell I what s keep you so busy hey uh kramer I i I uh I need to talk to jerry privately kramer hey you re hurt I I swear I swear right I get news you ready deep breath gary fogel have cancer you know how do you know why do he tell you and not I how be you close to he than I so be he okay huh really how bad be he on his death bed so why do nt you tell I so well I still think you shoulda tell I well I wanna talk to he about this mmmmm that s what I m say if not mine whose no an old friend of ours gary to jerry yell you tell she she s not your wife you do nt think I can keep a secret you do nt trust my poker face shameface no I have to say as a glass wearer I take exception to that that s like I buy a wheelchair to cruise around in eh there s that woman that never talk to anybody every day she come in she sit at that table and read never talk to anybody pleasant surprise really admonish you know gary I really have to say I m a little bit hurt that you do nt decide to confide in I well I still think it be wrong well obviously yes stand all right I m gon na move my car my meter up ca nt park in this city wha that s a kinney lot fifty buck a month that s incredible okay thank you still owe I a secret yeah what do think I tell jerry everything its not like he s my wife just one I m live like twenty chuckle what s yours shifty avoid jerry eye fine fine he remove his coat shifty yeah no nothing fine he sit at the table my regular face what be you say I get nothing what you talk about will you stop it I do nt have a flush break shout gary fogel never have cancer the doctor think he have cancer but the surgery reveal he never actually have it nothing that s right well oh I could do it snort cmon you do that wait a minute wait a minute you ca nt say anything rush to take phone from jerry put down handset because hell know I tell you besides he s give I a parking spot around the corner for practically nothing yeah yeah well you have to maintain the same disposition too you ca nt start act any differently you have to be nice because you be be so nice shout you be nice yeah once belong to jon voight oh well uh gary tell I you say hi you do nt regard so you do nt think this be a date I think it be a date what about the regard no tell I I oh yeah oh the guy get some perspective there frustrated oh look at this there s no place to park around here I do nt even know why they sell car in manhattan can you believe he sell his glass on the street no definitely not I m pretty sure I would nt the one who always sit by herself how do he do that really and debby tell I that she fall in love with he because he have all this perspective open door to leave he pick she up wow he run his finger through his hair and then brush the result fallout off his jacket ill try some on and see how they look its just hair well some of em look good the one that look good you do nt even know about the way they make em these day ill never have to tell she to jerry well what dyou think no say I want you to say examine reflection I really think this look pretty good to salesman well maybe you could show I something else leap to foot jerry please sit again well I m I m just look what admire himself in mirror I do how s your life all right,0.1523675062311426,0.5321201021201023,0.9959,0.071,0.758,0.171,2.3049604521977797e-05,1.5957418515215396e-05,1.41843720135248e-05,2.48226510236684e-05,1.06382790101436e-05,3.191483703043079e-05,3.36878835321214e-05,2.3049604521977797e-05,1.7730465016906e-05,2.3049604521977797e-05,751,S06,2,"2: Job, Occupation, Ideas"
29868,george,S06E16,hey people people people people people not bad huh excuse I be that so or could it be that you re just a little bit worried that you may have miss the boat ha ha ha ha oh all right go ahead deride deride if you must but let I tell you something with my personality and this set of hair you know what I be now I be in the game I no long defer to the coifed I m a player so she s gorgeous well have you get a picture well I have to see she really oh I would love that you think he d really do it well I m very excited about this I ve always want to see how those sketch artist do it pouty I like that I m excited about the pouty oh yeah you be right she s gorgeous well this work out okay so be you go to see the police woman so I speak a little to your little friend denise last night yeah for two hour she s nuts about you why do nt anything happen between you two yes I do what do you think I say I tell she the truth yes as I see it what hat no you only think that because you know I I notice people stare at my head because they like what they see look I guarantee she wo nt know think to himself oh my god there she be that s the face just like the picture yeah hi its great to meet you no no I just get here a few minute ago well why do nt you take off your hat and stay awhile that s an interesting question how so ill tell you how so she s bald what do you think I mean bald bald bald bald she s bald oh come on no come on she take off her hat and there she be wave his hand over his head hello it be like I be look at myself in the mirror let I tell you something no one walk into a beauty parlor and say give I the larry fine you fix I up with a bald woman yeah that s right so no I m not I be bald elaine no no no elaine nooooo I tell you when she throw that toupee out the window it be the good thing that ever happen to I I feel like my old self again totally inadequate completely insecure paranoid neurotic its a pleasure and you know what else I ve decide to do I m go to keep see the bald woman her scalp be clean she have a nice skull there just be nt a lot of hair on it go to need a little more coffee here I m sorry jerry I ca nt help you jerry I ca nt its like say to pavorotti teach I to sing like you jerry just remember its not a lie   if you believe it do you that make I so happy elaine proud of I jerry I get reject by a bald woman a bald woman reject I heh you like that one a woman with no prospect and no hair tell I that I be nt her type apparently baldy like a slim guy,0.19251253132832077,0.5981046365914786,0.9984,0.117,0.628,0.254,1.5774413270698396e-05,2.2084178578977754e-05,9.464647962419037e-06,1.5774413270698396e-05,3.154882654139679e-05,1.8929295924838075e-05,5.047812246623487e-05,1.8929295924838075e-05,6.309765308279359e-06,2.5239061233117437e-05,563,S06,0,"0: Dating, Relationships, Sex "
30144,george,S06E17,say its saturday night in spain they go out dance you think they do the flamenco so you could call a woman for a date ask she if she s free for dinner and a flamenco boy I wish the flamenco be popular here yes I think I would what for so what no lunch oh how s she do ah you know there s get ta be an easy way to open ketchup they should make it in a tube yahah I ve see squeeze mustard I ve never see squeeze ketchup not necessarily mustard lend itself to the squeeze oh there s a difference its subtle hey uh be nt elaine suppose to meet we what wendy be that the uh physical therapist really you know I m down to one kiss hello my aunt sylvia surprise huh I never hear you say you admire I for anything you re uh physical therapist right you know I get this little swell right here roll up his sleeve to expose his wrist its kinda painful what dyou make of it reluctant oh that uh that seem like a lotta trouble happy oh okay oh thank you what I still do nt see why I ca nt ask she about my arm why not I love these people you ca nt ask em question get excited they re so mentally gifted that we must nt disturb the delicate genius unless its in the confine of an office work up when huge sum of money be involve then the delicate genius can be disturb wipe the area with a hand people think they re so important regard the menu what re you get well just tell kramer to tell she you know my arm feel a lot well that wendy really know her stuff he write out a cheque tear out cheque yeah same time hand over cheque there you go what for agitated well I I could nt come I I have to drive my mother to to the chiropodist harass be you aware that I m be charge for tuesday appointment I have to take my mother to the chiropodist after wendy and to the receptionist oh you have a policy to the world at large the delicate genius have a policy george head for the door well its less than twentyfour hour so I guess I have to what dyou mean when do you leave the message pointedly oh I m sorry I require twentyfour hour notice for a cancellation now as I see it you owe I seventyfive dollar will that be cash or cheque irascible oh I see so your time be more valuable than mine be that it you re a delicate genius elaine leave hah good luck wednesday that s your personal business stalk over to the counter skiing angry so let people suffer while you re shush all over a mountain I hear everything yeah let go,0.06860789360789361,0.6077595452595452,0.9838,0.073,0.784,0.143,1.2293268206330213e-05,4.5075316756544115e-05,8.195512137553476e-06,1.2293268206330213e-05,3.687980461899064e-05,3.2782048550213904e-05,6.556409710042781e-05,1.6391024275106952e-05,2.4586536412660426e-05,2.4586536412660426e-05,494,S06,3,"3: Family, Friends, Food"
30539,george,S06E18,I hope so I ca nt take he live with I much long he make this kasha it stink up the whole house what why alright that s enough what d you do today dad I do nt have a hifi leave to the bedroom I give it to cosmo come back in alright alright can we go out and eat my father open his shirt nod to kramer tell he kramer wave his hand big breast I be throw up all night it be like my own personal crying game worried yeah that s right what if its a genetic thing like father like son no no no that skip a generation the baldness gene come from your grandfather you mean like a bra think she mean the breast what oh huh imagine that agitated alright I get ta try and talk my mother into take he off my hand broach a subject hey mom what kind of woman be grandma well you know you get to a certain point you wanna know about your root yuh what about physically yeah you know what d she uh look like to himself you ca nt tell much from those picture be she uh be she a big uh woman bosomy try to laugh it off no I be just wonder the information could be relevant to himself that s what I d like to know upset well you ve scare she off we may never see mom again dad we need to talk crafty not necessarily why do nt you take back the couch you give I yeah sure big smile then my father will have no place to sleep snap finger he s get ta move out no the cushion turn over enthusiastic yeah you get a couch I get rid of my father it could nt be more perfect jerry take the couch back oh I plead with he well I take the liberty of pack your thing gleeful mom come to get you light no no no no the cushion be turn over ah there s mom there s mom oh of course motion estelle to enter of course upset but you ca nt stay here there s no place to sleep no thank dad,0.157415059687787,0.4832491582491582,0.9108,0.093,0.769,0.138,2.0885401800321636e-05,4.873260420075048e-05,6.961800600107211e-06,1.3923601200214422e-05,4.873260420075048e-05,5.569440480085769e-05,8.354160720128654e-05,4.873260420075048e-05,3.4809003000536056e-05,6.961800600107211e-05,379,S06,3,"3: Family, Friends, Food"
30856,george,S06E19,  that guy be amazing he could dunk and he be my height what be his name again jimmy right ah your just mad cause we beat ya hey jimmy ha ha ha   great game hey you know   I feel we have like a synergy out thereyou know like we be really help each other yeahyeah yeah yeah I ve see these they sorta they make your legsstronger plyometric to jimmy wh where dyou getem you sell they hey listen let I give you my card its get my home number on it I want to buy the first pair when the next shipment come in all right jimmy good talk to ya what day be today aw tuesday damn it I should nt have work out today mr wilhem have call a big meeting and now I m gon na be sweat through the whole thing aahhrgh it would nt take    long pause audience laughter ten minute from now ill be sweat all over again I can feel it I m a human heat pump cold shower they re for psychotic all right ill see you guy later still puff whoa hey head down low I I would nt know it do nt help ill see you to jerry you know those shoe that jimmy have I cut a deal with he be gon na import a case of they together there s a lot of money in this he s get a prove sale method he jump will you stop with the jimmy haharrr angrilywhy be nt you more careful with your drool because if he ca nt jump there go my sneaker business arghanyway jimmy could nt be here today so he ask I to fill in for he and I m sure that you ll be impressed at what can be accomplish after only a few short day of training yeah whhhooootap on his desk loudly arrrrrrgh   its george oh sport wholesaler yeah yeah   thank for call back no   no   no still get the shoe still get the shoe lot of they this be beautiful athletic gear   well I m sorry call you right back no not nothing well there s no room for someone like that in this organization hemmm fine   its the chicken its the kom pau    george like his chicken spicy I have to go see steinbrenner later mr wilhelm tell he that I be the one responsable for steal all the merchandise cause when he question I about it I be sweat from the kom pau george like spicy chicken   I like spicy chicken no I do nt george be get upset knock you hem   want to see I mr steinbrenner george would never do anything like that right why would george steal from the yankee   course not sir energetically well seem its about time for george lunch,0.008659611992945323,0.5714373897707231,0.9857,0.09,0.747,0.163,3.988919667590028e-05,3.102493074792244e-05,2.6592797783933518e-05,6.204986149584488e-05,3.545706371191136e-05,4.4321329639889195e-05,5.761772853185596e-05,3.545706371191136e-05,1.772853185595568e-05,2.2160664819944597e-05,475,S06,0,"0: Dating, Relationships, Sex "
31159,george,S06E20,jerry its funny paula and I actually meet because of elaine and I go down there one time to see if elaine want to get some coffee be you through so anyway I start to compliment elaine on her sketch and it turn outtheyre paula oh drop a napkin whisper jerry what be you do she have those nut in her mouth she just spit they out well I ve do that have nt you kiss she excuse I just for a second   fix his hair look at his reflection in a coffee pot this be date   you ca nt leave anything to chance hehummm   yeah no problem well it be very nice meeting you shelly and jerry be careful there s a lot of nut out there to paula all right you have everything yeah reach for the purse and find a piece of paper   he look annoyed do nt you see what this be yeah a doodle of I look at the size of the nose   the ear all my feature be distort I m grotesque   I look like a troll do nt you see what this say how can you possibly like somebody if you think they look like this get up to leave the table hello angrily you enjoy yourself more laugh from elaine you see you see listen when be your next drawing class all right I want you to do I a favor I want you to find out be she like I but she s gon na know that I like she more than she like I yeah hum to elaine hey do you talk to paula so what do she say she say she like I no kiddin she say that those be her exact word I like george ha haaaaaaa   jerry how do you like thatyou see I get myself in a dizzy I m all work up and for what ha ha you see what she say look be nt important to she she think I m ugly I know it   so what s your point oh so what i d rather she hate I and think I be good look at least I can get somebody else scratch his chest what be this why be I itch hello well I speak to elaine no why should that make any difference to you of course not you do nt care what I look like I suppose I could just pull this out   his tuck shirtand walk around like this and you would nt care hu humm I suppose we could go to lincoln center and i d be wear sneaker and jean and that would be fine too I could velvet its the real deal that s right we just have sex   you know jerry I ve be search for someone a long time well the search be over he he so huh what s with the suitcase why so where be you stay   mouth full hi this be fantastic   put the pit in the a platedyou ever have a macanaw peach too bad   its all do,0.05932043650793649,0.5628968253968255,0.9945,0.064,0.751,0.184,1.4965075255622192e-05,3.7412688139055484e-05,1.8706344069527742e-05,1.4965075255622192e-05,2.6188881697338834e-05,2.2447612883433288e-05,5.6119032208583215e-05,1.4965075255622192e-05,2.6188881697338834e-05,3.367141932514993e-05,517,S06,0,"0: Dating, Relationships, Sex "
31490,george,S06E21,look at that they get lobster on the menu who would order a lobster here I mean do they bring a lobster in everyday hope today the day you know I think we really need to be in front of a television set you take tv out of this relationship it be just torture an eye job ma you do nt need an eye job no you re not a divorcee you re just separate youreyoure a separatee no you re not out there you re not out there you ca nt be because I be out there and if I see you out there there s not enough voltage in this world to electroshock I back into coherence tuesday I ca nt do it tuesday steinbrenner need I to run kramer hey hey get up out of his seat come on over and sit down no you re gon na sit down you son of a gun she s not out there hey kramer what be you do tuesday why do nt he pick you up after the operation he s get the car with the bench seat that you like well giddyup you tell david putty your move and you do nt tell I I need a move you know I have no move jerry point to the candy bar gimme a bite I ca nt believe you re hoard sex move I m out there rub two stick together you walk around with a zippo take a bite oh that s good that s very good yeah much well all right so what s the move because I need something this woman I m date its like she s do her nail during lovemake yeah never see anyone so bored I m work like a dog here give I a moan something I d settle for a belch for god sake all right come on let have it yeah yeah yeah its in the vault I m put it in the vault you re gon na tell I or not I get a headboard no fivefoot four why I ca nt tell ya how much I appreciate this be it a clockwise swirl so do you get your new plate what do they say maybe they re wilt chamberlain come on no doctor would put that on his car so where you gon na stick this point to the fusilli jerry pop his head out of the cover look a bit confused uh you know uh pleasure you you do nt like the move you re kid sorry ill just go back to my usual routine suppose to close with the swirl yeah yeah should ve write it down what s to think about if putty say its what it be its what it be he s not gon na cheat you what happen to putty well of course they re try to screw you what do you think that s what they do they can make up anything nobody know by the way you need a new johnson rod in there oh a johnson rod yeah well you well put one of those on let I ask you a question this new move be there a knuckle involve in any way I think that s mine all right listen ill see you guy later it just come to I you mean in the end a counterclockwise swirl what nothing I do nt know just a little dirt its a very complicated move I could nt remember it all you know its not the sat they say this guy the good stand up I be ma do nt cry ma your eye,-0.020097763347763364,0.5114148629148629,0.9693,0.065,0.831,0.103,1.3176758306628435e-05,1.844746162927981e-05,1.3176758306628435e-05,2.10828132906055e-05,1.5812109967954123e-05,2.635351661325687e-05,3.689492325855962e-05,1.054140664530275e-05,1.5812109967954123e-05,3.1624219935908245e-05,616,S06,1,"1: NY Outings, Events"
31821,george,S06E22,hey really I ve do the march in good feeling in the world not as good that s when you realize all the money you re lose jerry I need to borrow your camera well I wanna put a picture of I and my boss mr morgan up at the office they re reorganize the staff and I m on thin ice with this guy as it be it well be hold camera look at this I only have one picture leave   how bout a shot of I and mr morgan why because be a team cmon would you take this for we dear thank you very much here we go   to morgan anyone ever tell you you look a lot like sugar ray leonard yeah you must get that all the time no not a racial thing there really be a resemblance how ya doin nice day today I m george george costanza you live around here yo hey jerry how be ithaca hey jerry what be the name of the exterminator who fumigate your apartment when you have flea carl   yeah he be a nice guy what company be it yeah you know we speak for a little bit no not really get ta go may I help you oh yes of course come in yes well if the other people in the office see that I call an exterminator they would just panic besides this be sort of a friendly visit carl right yeah sure we meet at jerry seinfeld apartment when you fumigate for flea over there jerry yes I suppose he be white you know I never really think about it I do nt see people in term of color you know there s someone i d like you to meet hand on   to phone be mr morgan in he leave   huh   carl you hungry to carl oh by the way order anything you want its all on I just do I a tiny favor pretend be old friend oh my god mr morgan what a coincidence its mr morgan mr morgan I want you to meet a dear old friend of mine carl that s   what we use to call he in high school the exterminator he s a linebacker oh do we have some wild time I love this place you know carl and I come here all the time check please mr morgan do you hear that mr morgan,0.1918574134199134,0.49373346560846554,0.9956,0.034,0.777,0.189,2.4029219530949635e-05,4.805843906189927e-05,1.8021914648212227e-05,3.0036524413687044e-05,5.406574394463668e-05,5.406574394463668e-05,8.410226835832372e-05,1.8021914648212227e-05,3.604382929642445e-05,6.007304882737409e-05,408,S06,3,"3: Family, Friends, Food"
32070,george,S06E23,take toilet paper for example do you realize that toilet paper have not change in my lifetime its just paper on a cardboard roll that s it and in ten thousand year it will still be exactly the same because really what else can they do and everything else have change but toilet paper be exactly the same and will be so until be dead its just paper on a roll that s it and that s all it will ever be you find this interesting do nt you something up there s something in the air well I think this be it I see siena again we discuss toilet paper yeah I tell she how toilet paper have nt change in my lifetime and probably would nt change in the next fifty thousand year and she be fascinated fascinated ok ok fine its change its not really the point anyway I m think of make a big move I might tell she that I love she I come this close last night then I just chickene out fiftyfifty aw I ve just get to say it once everybody else get to say it why ca nt I say it once to a dog he lick himself and leave the room eh eh eh ca nt do it ca nt do it sorry I get a date oh no no no if you must know I would rather be with she than go to the game hey by the way if anybody want an inside tour of the zoo siena work there as a trainer yeah yeah you know I could have actually go to that well I do nt want to break our date because I   I love you yup huge matzoh ball well its all over I slip up you have any idea how fast these thing deteriorate when there s an I love you out of the bag you ca nt have a relationship where one person say I love you and the other say I m hungry let get something to eat I mean now she think that I m one of these guy that love she nobody want to be with somebody that love they you want to be with somebody that do nt like you I be never say I love you again unless they say it first that d be I wait a minute you be at a funeral right well people never give a good hello at a funeral I mean they go like this george give an extremely understate nod that s the big hey they ca nt go hey you look fabulous girlfriend yeah right barry what oh my god she probably never hear it do nt you see what this mean its like the whole thing never happen its like when superman reverse the rotation of the earth to save lois lane that s the question jimmy I m gon na do it i d like to say it once to someone that can actually hear it siena I love you yeah just confirm,0.14747670807453417,0.4034549689440993,0.9986,0.047,0.729,0.224,0.0,1.5081534546140069e-05,2.2622301819210105e-05,7.5407672730700344e-06,4.524460363842021e-05,3.0163069092280138e-05,6.40965218210953e-05,0.0,1.1311150909605052e-05,1.8851918182675087e-05,515,S06,2,"2: Job, Occupation, Ideas"
32372,george,S06E24,where be you well you know if you be sit right next to her you d have to console she no matter what when you re talk about a movie like beach move from the chair to the couch      that s quite a voyage hey I get ta go I do nt know you be such a bette midler fan gennice palye today go backstage be the bad especially when they stink you know that s a real problem yeah he once bump into reverend yung sun moon I watch beach on cable last night wing   give I a break aaaaaah come on its just a game so what somebody drop an egg on my head as I go into my building last night you hear he oh yeah I read what you say to the paper yesterday you be nt in on the planing what planning you think we plane this uh who be you to decide hey look kramer,-0.06825396825396823,0.3928571428571429,-0.5151,0.085,0.838,0.077,3.8578758535550326e-05,0.00011573627560665098,7.715751707110065e-05,0.00011573627560665098,0.0001543150341422013,0.0001543150341422013,0.00019289379267775161,0.00011573627560665098,7.715751707110065e-05,7.715751707110065e-05,161,S06,0,"0: Dating, Relationships, Sex "
32608,george,S07E01,well you get no place to go ill tell you what your problem be you bring your queen out too fast what do you think she s one of these feminist look to get out of the house no the queen be old fashioned   like to stay home cook take care of her man make sure he feel good I do nt think we should see each other any more I do nt see how I could perform sexually in a situation after something like that I be completely emasculate anyway its not the only reason all right you wanna know what one of her favorite expression be happy pappy like if she want to know if I m pleased with something shell say happy pappy I m pappy oh come on what be you kid george I m much more comfortable criticize people behind there back anyway look who s talk you just break up with with melanie last week because she shuushe you while you be watch tv what be this do you ever get the feeling like you ve have a haircut but you do nt have one I m all itchy back here what what no be not be not man I know I know that s what I do that s what I do   we should be have dinner with our son when be sixty yeah like I do nt know that I m pathetic yes I too I wanna be normal normal yes yes care you know who I think about a lot remember susan   the one that use to work for nbc no it do nt take do I tell you I run into she last week hoho she look great you think she be good look right I be just curious yes change think I m not I too lalala lalalalalalala flashback to susan its george will you marry I ma guess what no its nothing bad I m get marry I m get marry yes what difference do it make what she look like yes she s pretty what difference do it make she want to talk to you hey kramer where be you go do nt go kramer come back I get great news well I do it I get engage I m get marry I ask susan to marry I be get marry this christmas yes I m a man jerry I m a man and do you know why its because of that talk we have you be my inspiration do you believe it you that lunch be the define moment of my life you re blow you like that it take a couple of hour of convince I be persistent I be just like those guy in the movie and it work she say yes I ca nt believe my luck that she be still available   a beautiful woman like that you think she s good look right yes she s get great skin   a rosy glow oh she s get the hue so what s go on with you and melanie I mean I know you re not get marry but uh thing be happen you what     she scoop her niblet uhhuh uhhuh what about the pact what happen to the pact we be both gon na change we shake hand on a pact do you not shake my hand on it uh well its not that I just you know I think that we be both uh well maybe not married but yeah        yeah yeah it do nt make any difference yeah yeah champagne okay alright yeah um I do nt uh really think I can go well I do nt really tell susan about it and she do nt really have anything else to do well she do nt really want to see firestorm she um she want to see the muted heart yeah see you later I be ready okay I guess ill see you down there okay yes it be very very good oh I sure hope so hello they be uh yeah ill be there in a minute uh nothing I get to go you know it be really wrong of you to back out on that deal yeah well that s a deal where I come from I get to go,0.20623370181405895,0.5812436224489795,0.9995,0.05,0.675,0.275,9.565185784603494e-06,2.4869483039969082e-05,7.652148627682795e-06,1.721733441228629e-05,1.9130371569206987e-05,1.9130371569206987e-05,2.8695557353810483e-05,1.530429725536559e-05,2.2956445883048387e-05,2.2956445883048387e-05,723,S07,3,"3: Family, Friends, Food"
